column_name,description
_CLCM1V3,Version 3 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V3,Version 3 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V3,Version 3 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V3,Version 3 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V3,Version 3 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV3,Version 3 child weight: Land-line and Cell-Phone data
ORGSEQNO,Original State and Original Sequence Number
_DUALUSE,Dual Phone Use Categories
_DUALCOR,Dual phone use correction factor
_LLCPWT2,Truncated design weight used in adult combined land line and cell phone raking
_LLCPM01,Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LLCPM02,Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LLCPM03,Combined Land-Line and Cell-Phone Third Margin (Education)
_LLCPM04,Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LLCPM05,Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LLCPM06,Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LLCPM07,Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LLCPM08,Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LLCPM09,Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LLCPM10,Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LLCPM11,Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LLCPM12,Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LLCPM13,Combined Land-Line and Cell-Phone Thirteenth Margin (Counties)
_LLCPM14,Combined Land-Line and Cell-Phone Fourteenth Margin (Counties-Race/Ethnicity)
_LLCPM15,Combined Land-Line and Cell-Phone Fifteenth Margin (Counties-Age)
_LLCPM16,Combined Land-Line and Cell-Phone Sixteenth Margin (Counties-Sex)
_LLCPWT,Final weight assigned to each respondent: Land-line and cell-phone data (Raking derived weight)
_LCM01V1,Version 1 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V1,Version 1 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V1,Version 1 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V1,Version 1 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V1,Version 1 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V1,Version 1 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V1,Version 1 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V1,Version 1 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V1,Version 1 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V1,Version 1 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V1,Version 1 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V1,Version 1 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV1,Version 1 weight assigned to each respondent: Land-line and cell-phone data
_LCM01V2,Version 2 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V2,Version 2 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V2,Version 2 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V2,Version 2 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V2,Version 2 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V2,Version 2 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V2,Version 2 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V2,Version 2 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V2,Version 2 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V2,Version 2 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V2,Version 2 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V2,Version 2 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV2,Version 2 weight assigned to each respondent: Land-line and cell-phone data
_LCM01V3,Version 3 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V3,Version 3 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V3,Version 3 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V3,Version 3 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V3,Version 3 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V3,Version 3 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V3,Version 3 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V3,Version 3 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V3,Version 3 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V3,Version 3 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V3,Version 3 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V3,Version 3 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV3,Version 3 weight assigned to each respondent: Land-line and cell-phone data
_RFHLTH,Adults with good or better health
_PHYS14D,"3 level not good physical health status: 0 days, 1-13 days, 14-30 days"
_MENT14D,"3 level not good mental health status: 0 days, 1-13 days, 14-30 days"
_HCVU651,Respondents aged 18-64 who have any form of health care coverage
_TOTINDA,Adults who reported doing physical activity or exercise during the past 30 days other than their regular job
_MICHD,Respondents that have ever reported having coronary heart disease (CHD) or myocardial infarction (MI)
_LTASTH1,Adults who have ever been told they have asthma
_CASTHM1,Adults who have been told they currently have asthma
_ASTHMS1,Computed asthma status
_DRDXAR2,Respondents who have had a doctor diagnose them as having some form of arthritis
_EXTETH3,Adults aged 18+ who have had permanent teeth extracted
_ALTETH3,Adults aged 65+ who have had all their natural teeth extracted
_DENVST3,"Adults who have visited a dentist, dental hygenist or dental clinic within the past year"
MRACORG1,"MRACE1 with 77,88,99s removed"
MRACASC1,"MRACORG1 with 77,88,99s removed, in ascending order"
_PRACE1,Preferred race category
_MRACE1,Calculated multiracial race categorization
_M_RACE,Calculated multiracial race categorization
_HISPANC,"Hispanic, Latino/a, or Spanish origin calculated variable"
_RACE,Race/ethnicity categories
_RACEG21,White non-Hispanic race group
_RACEGR3,Five-level race/ethnicity category
_RACEPRV,Computed race groups used for internet prevalence tables
_SEX,Calculated sex variable
_AGEG5YR,Fourteen-level age category
_AGE65YR,Two-level age category
_AGE80,Imputed Age value collapsed above 80
_AGE_G,Six-level imputed age category
HTIN4,Reported height in inches
HTM4,Reported height in meters
WTKG3,Reported weight in kilograms
_BMI5,Body Mass Index (BMI)
_BMI5CAT,Four-categories of Body Mass Index (BMI)
_RFBMI5,Adults who have a body mass index greater than 25.00 (Overweight or Obese)
_CHLDCNT,Number of children in household
_EDUCAG,Level of education completed
_INCOMG,Income categories
_SMOKER3,"Four-level smoker status: Everyday smoker, Someday smoker, Former smoker, Non-smoker"
_RFSMOK3,Adults who are current smokers
DRNKANY5,Adults who reported having had at least one drink of alcohol in the past 30 days.
DROCDY3_,Drink-occasions-per-day
_RFBING5,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion)"
_DRNKWK1,Calculated total number of alcoholic beverages consumed per week
_RFDRHV7,Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week)
_FLSHOT7,Adults aged 65+ who have had a flu shot within the past year
_PNEUMO3,Adults aged 65+ who have ever had a pneumonia vaccination
_RFSEAT2,Always or Nearly Always Wear Seat Belts Calculated Variable
_RFSEAT3,Always Wear Seat Belts Calculated Variable
_DRNKDRV,Drinking and Driving (Reported having driven at least once when perhaps had too much to drink)
_RFMAM22,Women respondents aged 40+ who have had a mammogram in the past two years
_MAM5023,Women respondents aged 50-74 who have had a mammogram in the past two years
_RFPAP35,Women respondents aged 21-65 who have had a pap test in the past three years
_RFPSA23,Male respondents aged 40+ who have had a PSA test in the past 2 years
_CLNSCPY,Respondents aged 50-75 who have had a colonoscopy within the past ten years
_SGMSCPY,Respondents aged 50-75 who have had a sigmoidoscopy within the past five years
_SGMS10Y,Respondents aged 50-75 who have had a sigmoidoscopy within the past ten years
_RFBLDS4,Respondents aged 50-75 who have had a blood stool test within the past year
_STOLDNA,Respondents aged 50-75 who have had a stool DNA test within the past three years
_VIRCOLN,Respondents aged 50-75 who have had a virtual colonoscopy within the past five years
_SBONTIM,Respondents aged 50-75 who have had a sigmoidoscopy within the past ten years and a blood stool test in the past year
_CRCREC1,Respondents aged 50-75 who have fully met the USPSTF recommendations
_AIDTST4,Adults who have ever been tested for HIV
