column_name,description
_LLCPM09,Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LLCPM10,Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LLCPM11,Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LLCPM12,Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LLCPM13,Combined Land-Line and Cell-Phone Thirteenth Margin (Counties)
_LLCPM14,Combined Land-Line and Cell-Phone Fourteenth Margin (Counties-Race/Ethnicity)
_LLCPM15,Combined Land-Line and Cell-Phone Fifteenth Margin (Counties-Age)
_LLCPM16,Combined Land-Line and Cell-Phone Sixteenth Margin (Counties-Sex)
_LLCPWT,Final weight assigned to each respondent: Land-line and cell-phone data (Raking derived weight)
_LCM01V1,Version 1 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V1,Version 1 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V1,Version 1 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V1,Version 1 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V1,Version 1 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V1,Version 1 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V1,Version 1 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V1,Version 1 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V1,Version 1 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V1,Version 1 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V1,Version 1 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V1,Version 1 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV1,Version 1 weight assigned to each respondent: Land-line and cell-phone data
_LCM01V2,Version 2 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V2,Version 2 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V2,Version 2 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V2,Version 2 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V2,Version 2 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V2,Version 2 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V2,Version 2 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V2,Version 2 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V2,Version 2 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V2,Version 2 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V2,Version 2 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V2,Version 2 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV2,Version 2 weight assigned to each respondent: Land-line and cell-phone data
_LCM01V3,Version 3 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V3,Version 3 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V3,Version 3 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V3,Version 3 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V3,Version 3 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V3,Version 3 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V3,Version 3 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V3,Version 3 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V3,Version 3 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V3,Version 3 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V3,Version 3 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V3,Version 3 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV3,Version 3 weight assigned to each respondent: Land-line and cell-phone data
_RFHLTH,Adults with good or better health
_PHYS14D,"3 level not good physical health status: 0 days, 1-13 days, 14-30 days"
_MENT14D,"3 level not good mental health status: 0 days, 1-13 days, 14-30 days"
_HCVU651,Respondents aged 18-64 who have any form of health care coverage
_RFHYPE5,"Adults who have been told they have high blood pressure by a doctor, nurse, or other health professional"
_CHOLCH2,Cholesterol check within past five years
_RFCHOL2,"Adults who have had their cholesterol checked and have been told by a doctor, nurse, or other health"
_MICHD,Respondents that have ever reported having coronary heart disease (CHD) or myocardial infarction (MI)
_LTASTH1,Adults who have ever been told they have asthma
_CASTHM1,Adults who have been told they currently have asthma
_ASTHMS1,Computed asthma status
_DRDXAR2,Respondents who have had a doctor diagnose them as having some form of arthritis
_LMTACT2,Limited usual activities
_LMTWRK2,Limited work activities
MRACORG1,"MRACE1 with 77,88,99s removed"
MRACASC1,"MRACORG1 with 77,88,99s removed, in ascending order"
_PRACE1,Preferred race category
_MRACE1,Calculated multiracial race categorization
_M_RACE,Calculated multiracial race categorization
_HISPANC,"Hispanic, Latino/a, or Spanish origin calculated variable"
_RACE,Race/ethnicity categories
_RACEG21,White non-Hispanic race group
_RACEGR3,Five-level race/ethnicity category
_RACE_G1,Race groups used for internet prevalence tables
_SEX,Calculated sex variable
_AGEG5YR,Fourteen-level age category
_AGE65YR,Two-level age category
_AGE80,Imputed Age value collapsed above 80
_AGE_G,Six-level imputed age category
HTIN4,Reported height in inches
HTM4,Reported height in meters
WTKG3,Reported weight in kilograms
_BMI5,Body Mass Index (BMI)
_BMI5CAT,Four-categories of Body Mass Index (BMI)
_RFBMI5,Adults who have a body mass index greater than 25.00 (Overweight or Obese)
_CHLDCNT,Number of children in household
_EDUCAG,Level of education completed
_INCOMG,Income categories
_SMOKER3,"Four-level smoker status: Everyday smoker, Someday smoker, Former smoker, Non-smoker"
_RFSMOK3,Adults who are current smokers
DRNKANY5,Adults who reported having had at least one drink of alcohol in the past 30 days.
DROCDY3_,Drink-occasions-per-day
_RFBING5,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion)"
_DRNKWK1,Calculated total number of alcoholic beverages consumed per week
_RFDRHV7,Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week)
_TOTINDA,Adults who reported doing physical activity or exercise during the past 30 days other than their regular job
METVL11_,Activity MET Value for First Activity
METVL21_,Activity MET Value for Second Activity
MAXVO21_,Estimated Age-Gender Specific Maximum Oxygen Consumption
FC601_,Estimated Functional Capacity
ACTIN12_,Estimated Activity Intensity for First Activity
ACTIN22_,Estimated Activity Intensity for Second Activity
PADUR1_,Minutes of First Activity
PADUR2_,Minutes of Second Activity
PAFREQ1_,Physical Activity Frequency per Week for First Activity
PAFREQ2_,Physical Activity Frequency per Week for Second Activity
_MINAC11,Minutes of Physical Activity per week for First Activity
_MINAC21,Minutes of Physical Activity per week for Second Activity
STRFREQ_,Strength Activity Frequency per Week
PAMISS2_,Missing Physical Activity Data
PAMIN12_,Minutes of Physical Activity per week for First Activity
PAMIN22_,Minutes of Physical Activity per week for Second Activity
PA2MIN_,Minutes of total Physical Activity per week
PAVIG12_,Minutes of Vigorous Physical Activity per week for First Activity
PAVIG22_,Minutes of Vigorous Physical Activity per week for Second Activity
PA2VIGM_,Minutes of total Vigorous Physical Activity per week
_PACAT2,Physical Activity Categories
_PAINDX2,Physical Activity Index
_PA150R3,Adults that participated in 150 minutes (or vigorous equivalent minutes) of physical activity per week.
_PA300R3,Adults that participated in 300 minutes (or vigorous equivalent minutes) of physical activity per week.
_PA30022,Adults that participated in 300 minutes (or vigorous equivalent minutes) of physical activity per week (2-levels).
_PASTRNG,Muscle Strengthening Recommendation
_PAREC2,Aerobic and Strengthening Guideline
_PASTAE2,Aerobic and Strengthening (2-level)
FTJUDA2_,Fruit juice intake in times per day
FRUTDA2_,Fruit intake in times per day
GRENDA1_,Dark green vegetable intake in times per day
FRNCHDA_,French Fry intake in times per day
POTADA1_,Potato servings per day
VEGEDA2_,Other vegetable intake in times per day
_MISFRT1,The number of missing fruit responses
_MISVEG1,The number of missing vegetable responses
_FRTRES1,Missing any fruit responses
_VEGRES1,Missing any vegetable responses
_FRUTSU1,Total fruits consumed per day
_VEGESU1,Total vegetables consumed per day
_FRTLT1A,Consume Fruit 1 or more times per day
_VEGLT1A,Consume Vegetables 1 or more times per day
_FRT16A,Reported consuming Fruit >16 per day
_VEG23A,Reported consuming Vegetables >23 per day
_FRUITE1,Fruit Exclusion from analyses
_VEGETE1,Vegetable Exclusion from analyses
_FLSHOT7,Adults aged 65+ who have had a flu shot within the past year
_PNEUMO3,Adults aged 65+ who have ever had a pneumonia vaccination
_AIDTST4,Adults who have ever been tested for HIV
